Tanggal,Provinsi,Nama Komoditas,Harga (Rp)
21/06/2023,Jawa Tengah,Beras Premium,12750.0
21/06/2023,D.I Yogyakarta,Beras Premium,12540.0
21/06/2023,Jawa Timur,Beras Premium,12670.0
21/06/2023,Banten,Beras Premium,12500.0
22/06/2023,DKI Jakarta,Beras Premium,12650.0
22/06/2023,Jawa Barat,Beras Premium,12530.0
22/06/2023,Jawa Tengah,Beras Premium,12730.0
22/06/2023,D.I Yogyakarta,Beras Premium,12540.0
22/06/2023,Jawa Timur,Beras Premium,12680.0
22/06/2023,Banten,Beras Premium,12450.0
23/06/2023,DKI Jakarta,Beras Premium,12650.0
23/06/2023,Jawa Barat,Beras Premium,12560.0
23/06/2023,Jawa Tengah,Beras Premium,12770.0
23/06/2023,D.I Yogyakarta,Beras Premium,12540.0
23/06/2023,Jawa Timur,Beras Premium,12660.0
23/06/2023,Banten,Beras Premium,12450.0
24/06/2023,DKI Jakarta,Beras Premium,12780.0
24/06/2023,Jawa Barat,Beras Premium,12550.0
24/06/2023,Jawa Tengah,Beras Premium,12820.0
24/06/2023,D.I Yogyakarta,Beras Premium,12380.0
24/06/2023,Jawa Timur,Beras Premium,12680.0
24/06/2023,Banten,Beras Premium,12380.0
25/06/2023,DKI Jakarta,Beras Premium,12650.0
25/06/2023,Jawa Barat,Beras Premium,12520.0
25/06/2023,Jawa Tengah,Beras Premium,12800.0
25/06/2023,D.I Yogyakarta,Beras Premium,12500.0
25/06/2023,Jawa Timur,Beras Premium,12690.0
25/06/2023,Banten,Beras Premium,12320.0
26/06/2023,DKI Jakarta,Beras Premium,12650.0
26/06/2023,Jawa Barat,Beras Premium,12550.0
26/06/2023,Jawa Tengah,Beras Premium,12790.0
26/06/2023,D.I Yogyakarta,Beras Premium,12500.0
26/06/2023,Jawa Timur,Beras Premium,12730.0
26/06/2023,Banten,Beras Premium,12700.0
27/06/2023,DKI Jakarta,Beras Premium,12650.0
27/06/2023,Jawa Barat,Beras Premium,12590.0
27/06/2023,Jawa Tengah,Beras Premium,12740.0
27/06/2023,D.I Yogyakarta,Beras Premium,12500.0
27/06/2023,Jawa Timur,Beras Premium,12620.0
27/06/2023,Banten,Beras Premium,12890.0
28/06/2023,DKI Jakarta,Beras Premium,12650.0
28/06/2023,Jawa Barat,Beras Premium,12530.0
28/06/2023,Jawa Tengah,Beras Premium,12770.0
28/06/2023,D.I Yogyakarta,Beras Premium,12500.0
28/06/2023,Jawa Timur,Beras Premium,12610.0
28/06/2023,Banten,Beras Premium,12830.0
29/06/2023,DKI Jakarta,Beras Premium,12240.0
29/06/2023,Jawa Barat,Beras Premium,12520.0
29/06/2023,Jawa Tengah,Beras Premium,12770.0
29/06/2023,D.I Yogyakarta,Beras Premium,12380.0
29/06/2023,Jawa Timur,Beras Premium,12680.0
29/06/2023,Banten,Beras Premium,12700.0
30/06/2023,DKI Jakarta,Beras Premium,12650.0
30/06/2023,Jawa Barat,Beras Premium,12510.0
30/06/2023,Jawa Tengah,Beras Premium,12790.0
30/06/2023,D.I Yogyakarta,Beras Premium,12500.0
30/06/2023,Jawa Timur,Beras Premium,12680.0
30/06/2023,Banten,Beras Premium,12700.0
01/07/2023,DKI Jakarta,Beras Premium,12650.0
01/07/2023,Jawa Barat,Beras Premium,12470.0
01/07/2023,Jawa Tengah,Beras Premium,12820.0
01/07/2023,D.I Yogyakarta,Beras Premium,12500.0
01/07/2023,Jawa Timur,Beras Premium,12760.0
01/07/2023,Banten,Beras Premium,12830.0
02/07/2023,DKI Jakarta,Beras Premium,12650.0
02/07/2023,Jawa Barat,Beras Premium,12540.0
02/07/2023,Jawa Tengah,Beras Premium,12810.0
02/07/2023,D.I Yogyakarta,Beras Premium,12500.0
02/07/2023,Jawa Timur,Beras Premium,12640.0
02/07/2023,Banten,Beras Premium,12950.0
03/07/2023,DKI Jakarta,Beras Premium,12650.0
03/07/2023,Jawa Barat,Beras Premium,12530.0
03/07/2023,Jawa Tengah,Beras Premium,12770.0
03/07/2023,D.I Yogyakarta,Beras Premium,12500.0
03/07/2023,Jawa Timur,Beras Premium,12670.0
03/07/2023,Banten,Beras Premium,12830.0
04/07/2023,DKI Jakarta,Beras Premium,12650.0
04/07/2023,Jawa Barat,Beras Premium,12540.0
04/07/2023,Jawa Tengah,Beras Premium,12800.0
04/07/2023,D.I Yogyakarta,Beras Premium,12500.0
04/07/2023,Jawa Timur,Beras Premium,12720.0
04/07/2023,Banten,Beras Premium,12890.0
05/07/2023,DKI Jakarta,Beras Premium,12650.0
05/07/2023,Jawa Barat,Beras Premium,12530.0
05/07/2023,Jawa Tengah,Beras Premium,12750.0
05/07/2023,D.I Yogyakarta,Beras Premium,12500.0
05/07/2023,Jawa Timur,Beras Premium,12740.0
05/07/2023,Banten,Beras Premium,12830.0
06/07/2023,DKI Jakarta,Beras Premium,12650.0
06/07/2023,Jawa Barat,Beras Premium,12530.0
06/07/2023,Jawa Tengah,Beras Premium,12760.0
06/07/2023,D.I Yogyakarta,Beras Premium,12500.0
06/07/2023,Jawa Timur,Beras Premium,12660.0
06/07/2023,Banten,Beras Premium,12760.0
07/07/2023,DKI Jakarta,Beras Premium,12650.0
07/07/2023,Jawa Barat,Beras Premium,12510.0
07/07/2023,Jawa Tengah,Beras Premium,12780.0
07/07/2023,D.I Yogyakarta,Beras Premium,12500.0
07/07/2023,Jawa Timur,Beras Premium,12660.0
07/07/2023,Banten,Beras Premium,12830.0
08/07/2023,DKI Jakarta,Beras Premium,12390.0
08/07/2023,Jawa Barat,Beras Premium,12520.0
08/07/2023,Jawa Tengah,Beras Premium,12750.0
08/07/2023,D.I Yogyakarta,Beras Premium,12500.0
08/07/2023,Jawa Timur,Beras Premium,12700.0
08/07/2023,Banten,Beras Premium,12830.0
09/07/2023,DKI Jakarta,Beras Premium,12390.0
09/07/2023,Jawa Barat,Beras Premium,12560.0
09/07/2023,Jawa Tengah,Beras Premium,12760.0
09/07/2023,D.I Yogyakarta,Beras Premium,12500.0
09/07/2023,Jawa Timur,Beras Premium,12680.0
09/07/2023,Banten,Beras Premium,12830.0
10/07/2023,DKI Jakarta,Beras Premium,12650.0
10/07/2023,Jawa Barat,Beras Premium,12540.0
10/07/2023,Jawa Tengah,Beras Premium,12780.0
10/07/2023,D.I Yogyakarta,Beras Premium,12500.0
10/07/2023,Jawa Timur,Beras Premium,12610.0
10/07/2023,Banten,Beras Premium,12830.0
11/07/2023,DKI Jakarta,Beras Premium,12650.0
11/07/2023,Jawa Barat,Beras Premium,12600.0
11/07/2023,Jawa Tengah,Beras Premium,12790.0
11/07/2023,D.I Yogyakarta,Beras Premium,12380.0
11/07/2023,Jawa Timur,Beras Premium,12640.0
11/07/2023,Banten,Beras Premium,12830.0
12/07/2023,DKI Jakarta,Beras Premium,12650.0
12/07/2023,Jawa Barat,Beras Premium,12520.0
12/07/2023,Jawa Tengah,Beras Premium,12850.0
12/07/2023,D.I Yogyakarta,Beras Premium,12500.0
12/07/2023,Jawa Timur,Beras Premium,12660.0
12/07/2023,Banten,Beras Premium,12830.0
13/07/2023,DKI Jakarta,Beras Premium,12650.0
13/07/2023,Jawa Barat,Beras Premium,12520.0
13/07/2023,Jawa Tengah,Beras Premium,12800.0
13/07/2023,D.I Yogyakarta,Beras Premium,12500.0
13/07/2023,Jawa Timur,Beras Premium,12670.0
13/07/2023,Banten,Beras Premium,12830.0
14/07/2023,DKI Jakarta,Beras Premium,12650.0
14/07/2023,Jawa Barat,Beras Premium,12520.0
14/07/2023,Jawa Tengah,Beras Premium,12770.0
14/07/2023,D.I Yogyakarta,Beras Premium,12500.0
14/07/2023,Jawa Timur,Beras Premium,12710.0
14/07/2023,Banten,Beras Premium,12830.0
15/07/2023,DKI Jakarta,Beras Premium,12650.0
15/07/2023,Jawa Barat,Beras Premium,12520.0
15/07/2023,Jawa Tengah,Beras Premium,12820.0
15/07/2023,D.I Yogyakarta,Beras Premium,12480.0
15/07/2023,Jawa Timur,Beras Premium,12740.0
15/07/2023,Banten,Beras Premium,12830.0
16/07/2023,DKI Jakarta,Beras Premium,12650.0
16/07/2023,Jawa Barat,Beras Premium,12490.0
16/07/2023,Jawa Tengah,Beras Premium,12740.0
16/07/2023,D.I Yogyakarta,Beras Premium,12480.0
16/07/2023,Jawa Timur,Beras Premium,12660.0
16/07/2023,Banten,Beras Premium,12760.0
17/07/2023,DKI Jakarta,Beras Premium,12650.0
17/07/2023,Jawa Barat,Beras Premium,12530.0
17/07/2023,Jawa Tengah,Beras Premium,12700.0
17/07/2023,D.I Yogyakarta,Beras Premium,12480.0
17/07/2023,Jawa Timur,Beras Premium,12700.0
17/07/2023,Banten,Beras Premium,13010.0
18/07/2023,DKI Jakarta,Beras Premium,12650.0
18/07/2023,Jawa Barat,Beras Premium,12530.0
18/07/2023,Jawa Tengah,Beras Premium,12760.0
18/07/2023,D.I Yogyakarta,Beras Premium,12480.0
18/07/2023,Jawa Timur,Beras Premium,12690.0
18/07/2023,Banten,Beras Premium,12890.0
19/07/2023,DKI Jakarta,Beras Premium,12650.0
19/07/2023,Jawa Barat,Beras Premium,12540.0
19/07/2023,Jawa Tengah,Beras Premium,12760.0
19/07/2023,D.I Yogyakarta,Beras Premium,12610.0
19/07/2023,Jawa Timur,Beras Premium,12740.0
19/07/2023,Banten,Beras Premium,12880.0
20/07/2023,DKI Jakarta,Beras Premium,12650.0
20/07/2023,Jawa Barat,Beras Premium,12520.0
20/07/2023,Jawa Tengah,Beras Premium,12800.0
20/07/2023,D.I Yogyakarta,Beras Premium,12610.0
20/07/2023,Jawa Timur,Beras Premium,12730.0
20/07/2023,Banten,Beras Premium,12890.0
21/07/2023,DKI Jakarta,Beras Premium,12650.0
21/07/2023,Jawa Barat,Beras Premium,12500.0
21/07/2023,Jawa Tengah,Beras Premium,12790.0
21/07/2023,D.I Yogyakarta,Beras Premium,12610.0
21/07/2023,Jawa Timur,Beras Premium,12720.0
21/07/2023,Banten,Beras Premium,12890.0
22/07/2023,DKI Jakarta,Beras Premium,12650.0
22/07/2023,Jawa Barat,Beras Premium,12500.0
22/07/2023,Jawa Tengah,Beras Premium,12790.0
22/07/2023,D.I Yogyakarta,Beras Premium,12610.0
22/07/2023,Jawa Timur,Beras Premium,12710.0
22/07/2023,Banten,Beras Premium,12890.0
23/07/2023,DKI Jakarta,Beras Premium,12650.0
23/07/2023,Jawa Barat,Beras Premium,12520.0
23/07/2023,Jawa Tengah,Beras Premium,12760.0
23/07/2023,D.I Yogyakarta,Beras Premium,12590.0
23/07/2023,Jawa Timur,Beras Premium,12720.0
23/07/2023,Banten,Beras Premium,12890.0
24/07/2023,DKI Jakarta,Beras Premium,12650.0
24/07/2023,Jawa Barat,Beras Premium,12500.0
24/07/2023,Jawa Tengah,Beras Premium,12680.0
24/07/2023,D.I Yogyakarta,Beras Premium,12590.0
24/07/2023,Jawa Timur,Beras Premium,12700.0
24/07/2023,Banten,Beras Premium,12890.0
25/07/2023,DKI Jakarta,Beras Premium,12650.0
25/07/2023,Jawa Barat,Beras Premium,12490.0
25/07/2023,Jawa Tengah,Beras Premium,12790.0
25/07/2023,D.I Yogyakarta,Beras Premium,12490.0
25/07/2023,Jawa Timur,Beras Premium,12710.0
25/07/2023,Banten,Beras Premium,12950.0
26/07/2023,DKI Jakarta,Beras Premium,12650.0
26/07/2023,Jawa Barat,Beras Premium,12520.0
26/07/2023,Jawa Tengah,Beras Premium,12780.0
26/07/2023,D.I Yogyakarta,Beras Premium,12590.0
26/07/2023,Jawa Timur,Beras Premium,12730.0
26/07/2023,Banten,Beras Premium,12890.0
27/07/2023,DKI Jakarta,Beras Premium,12650.0
27/07/2023,Jawa Barat,Beras Premium,12500.0
27/07/2023,Jawa Tengah,Beras Premium,12700.0
27/07/2023,D.I Yogyakarta,Beras Premium,12590.0
27/07/2023,Jawa Timur,Beras Premium,12750.0
27/07/2023,Banten,Beras Premium,12890.0
28/07/2023,DKI Jakarta,Beras Premium,12650.0
28/07/2023,Jawa Barat,Beras Premium,12520.0
28/07/2023,Jawa Tengah,Beras Premium,12780.0
28/07/2023,D.I Yogyakarta,Beras Premium,12590.0
28/07/2023,Jawa Timur,Beras Premium,12710.0
28/07/2023,Banten,Beras Premium,12890.0
29/07/2023,DKI Jakarta,Beras Premium,12650.0
29/07/2023,Jawa Barat,Beras Premium,12520.0
29/07/2023,Jawa Tengah,Beras Premium,12780.0
29/07/2023,D.I Yogyakarta,Beras Premium,12590.0
29/07/2023,Jawa Timur,Beras Premium,12820.0
29/07/2023,Banten,Beras Premium,12890.0
30/07/2023,DKI Jakarta,Beras Premium,12650.0
30/07/2023,Jawa Barat,Beras Premium,12520.0
30/07/2023,Jawa Tengah,Beras Premium,12820.0
30/07/2023,D.I Yogyakarta,Beras Premium,12490.0
30/07/2023,Jawa Timur,Beras Premium,12740.0
30/07/2023,Banten,Beras Premium,12890.0
31/07/2023,DKI Jakarta,Beras Premium,12650.0
31/07/2023,Jawa Barat,Beras Premium,12530.0
31/07/2023,Jawa Tengah,Beras Premium,12760.0
31/07/2023,D.I Yogyakarta,Beras Premium,12490.0
31/07/2023,Jawa Timur,Beras Premium,12660.0
31/07/2023,Banten,Beras Premium,12890.0
01/08/2023,DKI Jakarta,Beras Premium,12650.0
01/08/2023,Jawa Barat,Beras Premium,12500.0
01/08/2023,Jawa Tengah,Beras Premium,12790.0
01/08/2023,D.I Yogyakarta,Beras Premium,12490.0
01/08/2023,Jawa Timur,Beras Premium,12690.0
01/08/2023,Banten,Beras Premium,13010.0
02/08/2023,DKI Jakarta,Beras Premium,12650.0
02/08/2023,Jawa Barat,Beras Premium,12490.0
02/08/2023,Jawa Tengah,Beras Premium,12800.0
02/08/2023,D.I Yogyakarta,Beras Premium,12410.0
02/08/2023,Jawa Timur,Beras Premium,12730.0
02/08/2023,Banten,Beras Premium,12950.0
03/08/2023,DKI Jakarta,Beras Premium,12650.0
03/08/2023,Jawa Barat,Beras Premium,12520.0
03/08/2023,Jawa Tengah,Beras Premium,12810.0
03/08/2023,D.I Yogyakarta,Beras Premium,12410.0
03/08/2023,Jawa Timur,Beras Premium,12710.0
03/08/2023,Banten,Beras Premium,12960.0
04/08/2023,DKI Jakarta,Beras Premium,12650.0
04/08/2023,Jawa Barat,Beras Premium,12560.0
04/08/2023,Jawa Tengah,Beras Premium,12760.0
04/08/2023,D.I Yogyakarta,Beras Premium,12410.0
04/08/2023,Jawa Timur,Beras Premium,12730.0
04/08/2023,Banten,Beras Premium,12960.0
05/08/2023,DKI Jakarta,Beras Premium,12650.0
05/08/2023,Jawa Barat,Beras Premium,12600.0
05/08/2023,Jawa Tengah,Beras Premium,12790.0
05/08/2023,D.I Yogyakarta,Beras Premium,12410.0
05/08/2023,Jawa Timur,Beras Premium,12730.0
05/08/2023,Banten,Beras Premium,12960.0
06/08/2023,DKI Jakarta,Beras Premium,12650.0
06/08/2023,Jawa Barat,Beras Premium,12580.0
06/08/2023,Jawa Tengah,Beras Premium,12780.0
06/08/2023,D.I Yogyakarta,Beras Premium,12410.0
06/08/2023,Jawa Timur,Beras Premium,12730.0
06/08/2023,Banten,Beras Premium,12960.0
07/08/2023,DKI Jakarta,Beras Premium,12650.0
07/08/2023,Jawa Barat,Beras Premium,12560.0
07/08/2023,Jawa Tengah,Beras Premium,12780.0
07/08/2023,D.I Yogyakarta,Beras Premium,12410.0
07/08/2023,Jawa Timur,Beras Premium,12750.0
07/08/2023,Banten,Beras Premium,13020.0
08/08/2023,DKI Jakarta,Beras Premium,12650.0
08/08/2023,Jawa Barat,Beras Premium,12620.0
08/08/2023,Jawa Tengah,Beras Premium,12870.0
08/08/2023,D.I Yogyakarta,Beras Premium,12260.0
08/08/2023,Jawa Timur,Beras Premium,12720.0
08/08/2023,Banten,Beras Premium,12900.0
09/08/2023,DKI Jakarta,Beras Premium,12650.0
09/08/2023,Jawa Barat,Beras Premium,12610.0
09/08/2023,Jawa Tengah,Beras Premium,12750.0
09/08/2023,D.I Yogyakarta,Beras Premium,12370.0
09/08/2023,Jawa Timur,Beras Premium,12740.0
09/08/2023,Banten,Beras Premium,12620.0
10/08/2023,DKI Jakarta,Beras Premium,12650.0
10/08/2023,Jawa Barat,Beras Premium,12580.0
10/08/2023,Jawa Tengah,Beras Premium,12790.0
10/08/2023,D.I Yogyakarta,Beras Premium,12370.0
10/08/2023,Jawa Timur,Beras Premium,12760.0
10/08/2023,Banten,Beras Premium,12960.0
11/08/2023,DKI Jakarta,Beras Premium,12650.0
11/08/2023,Jawa Barat,Beras Premium,12570.0
11/08/2023,Jawa Tengah,Beras Premium,12820.0
11/08/2023,D.I Yogyakarta,Beras Premium,12370.0
11/08/2023,Jawa Timur,Beras Premium,12660.0
11/08/2023,Banten,Beras Premium,12960.0
12/08/2023,DKI Jakarta,Beras Premium,12650.0
12/08/2023,Jawa Barat,Beras Premium,12630.0
12/08/2023,Jawa Tengah,Beras Premium,12760.0
12/08/2023,D.I Yogyakarta,Beras Premium,12370.0
12/08/2023,Jawa Timur,Beras Premium,12740.0
12/08/2023,Banten,Beras Premium,12960.0
13/08/2023,DKI Jakarta,Beras Premium,12650.0
13/08/2023,Jawa Barat,Beras Premium,12680.0
13/08/2023,Jawa Tengah,Beras Premium,12800.0
13/08/2023,D.I Yogyakarta,Beras Premium,12180.0
13/08/2023,Jawa Timur,Beras Premium,12690.0
13/08/2023,Banten,Beras Premium,12830.0
14/08/2023,DKI Jakarta,Beras Premium,12610.0
14/08/2023,Jawa Barat,Beras Premium,12600.0
14/08/2023,Jawa Tengah,Beras Premium,12830.0
14/08/2023,D.I Yogyakarta,Beras Premium,12380.0
14/08/2023,Jawa Timur,Beras Premium,12760.0
14/08/2023,Banten,Beras Premium,12960.0
15/08/2023,DKI Jakarta,Beras Premium,12610.0
15/08/2023,Jawa Barat,Beras Premium,12540.0
15/08/2023,Jawa Tengah,Beras Premium,12830.0
15/08/2023,D.I Yogyakarta,Beras Premium,12380.0
15/08/2023,Jawa Timur,Beras Premium,12740.0
15/08/2023,Banten,Beras Premium,12780.0
16/08/2023,DKI Jakarta,Beras Premium,12610.0
16/08/2023,Jawa Barat,Beras Premium,12550.0
16/08/2023,Jawa Tengah,Beras Premium,12910.0
16/08/2023,D.I Yogyakarta,Beras Premium,12430.0
16/08/2023,Jawa Timur,Beras Premium,12790.0
16/08/2023,Banten,Beras Premium,12710.0
17/08/2023,DKI Jakarta,Beras Premium,12610.0
17/08/2023,Jawa Barat,Beras Premium,12550.0
17/08/2023,Jawa Tengah,Beras Premium,12830.0
17/08/2023,D.I Yogyakarta,Beras Premium,12430.0
17/08/2023,Jawa Timur,Beras Premium,12830.0
17/08/2023,Banten,Beras Premium,12710.0
18/08/2023,DKI Jakarta,Beras Premium,12610.0
18/08/2023,Jawa Barat,Beras Premium,12670.0
18/08/2023,Jawa Tengah,Beras Premium,12850.0
18/08/2023,D.I Yogyakarta,Beras Premium,12430.0
18/08/2023,Jawa Timur,Beras Premium,12850.0
18/08/2023,Banten,Beras Premium,12710.0
19/08/2023,DKI Jakarta,Beras Premium,12610.0
19/08/2023,Jawa Barat,Beras Premium,12610.0
19/08/2023,Jawa Tengah,Beras Premium,12970.0
19/08/2023,D.I Yogyakarta,Beras Premium,12430.0
19/08/2023,Jawa Timur,Beras Premium,12840.0
19/08/2023,Banten,Beras Premium,12710.0
20/08/2023,DKI Jakarta,Beras Premium,12610.0
20/08/2023,Jawa Barat,Beras Premium,12660.0
20/08/2023,Jawa Tengah,Beras Premium,12990.0
20/08/2023,D.I Yogyakarta,Beras Premium,12620.0
20/08/2023,Jawa Timur,Beras Premium,12710.0
20/08/2023,Banten,Beras Premium,12710.0
21/08/2023,DKI Jakarta,Beras Premium,12610.0
21/08/2023,Jawa Barat,Beras Premium,12730.0
21/08/2023,Jawa Tengah,Beras Premium,12970.0
21/08/2023,D.I Yogyakarta,Beras Premium,12710.0
21/08/2023,Jawa Timur,Beras Premium,12820.0
21/08/2023,Banten,Beras Premium,12710.0
22/08/2023,DKI Jakarta,Beras Premium,12790.0
22/08/2023,Jawa Barat,Beras Premium,12760.0
22/08/2023,Jawa Tengah,Beras Premium,12950.0
22/08/2023,D.I Yogyakarta,Beras Premium,12660.0
22/08/2023,Jawa Timur,Beras Premium,12760.0
22/08/2023,Banten,Beras Premium,12770.0
23/08/2023,DKI Jakarta,Beras Premium,12720.0
23/08/2023,Jawa Barat,Beras Premium,12790.0
23/08/2023,Jawa Tengah,Beras Premium,13030.0
23/08/2023,D.I Yogyakarta,Beras Premium,12650.0
23/08/2023,Jawa Timur,Beras Premium,12880.0
23/08/2023,Banten,Beras Premium,12840.0
24/08/2023,DKI Jakarta,Beras Premium,12890.0
24/08/2023,Jawa Barat,Beras Premium,12780.0
24/08/2023,Jawa Tengah,Beras Premium,12980.0
24/08/2023,D.I Yogyakarta,Beras Premium,12670.0
24/08/2023,Jawa Timur,Beras Premium,12950.0
24/08/2023,Banten,Beras Premium,12840.0
25/08/2023,DKI Jakarta,Beras Premium,12890.0
25/08/2023,Jawa Barat,Beras Premium,12790.0
25/08/2023,Jawa Tengah,Beras Premium,12970.0
25/08/2023,D.I Yogyakarta,Beras Premium,12670.0
25/08/2023,Jawa Timur,Beras Premium,12960.0
25/08/2023,Banten,Beras Premium,12840.0
26/08/2023,DKI Jakarta,Beras Premium,13050.0
26/08/2023,Jawa Barat,Beras Premium,12740.0
26/08/2023,Jawa Tengah,Beras Premium,12990.0
26/08/2023,D.I Yogyakarta,Beras Premium,12470.0
26/08/2023,Jawa Timur,Beras Premium,13020.0
26/08/2023,Banten,Beras Premium,12820.0
27/08/2023,DKI Jakarta,Beras Premium,13050.0
27/08/2023,Jawa Barat,Beras Premium,12800.0
27/08/2023,Jawa Tengah,Beras Premium,13020.0
27/08/2023,D.I Yogyakarta,Beras Premium,12900.0
27/08/2023,Jawa Timur,Beras Premium,13040.0
27/08/2023,Banten,Beras Premium,12820.0
28/08/2023,DKI Jakarta,Beras Premium,13050.0
28/08/2023,Jawa Barat,Beras Premium,12820.0
28/08/2023,Jawa Tengah,Beras Premium,13040.0
28/08/2023,D.I Yogyakarta,Beras Premium,12820.0
28/08/2023,Jawa Timur,Beras Premium,13070.0
28/08/2023,Banten,Beras Premium,12900.0
29/08/2023,DKI Jakarta,Beras Premium,13050.0
29/08/2023,Jawa Barat,Beras Premium,12830.0
29/08/2023,Jawa Tengah,Beras Premium,13120.0
29/08/2023,D.I Yogyakarta,Beras Premium,12720.0
29/08/2023,Jawa Timur,Beras Premium,13200.0
29/08/2023,Banten,Beras Premium,12970.0
30/08/2023,DKI Jakarta,Beras Premium,13050.0
30/08/2023,Jawa Barat,Beras Premium,12920.0
30/08/2023,Jawa Tengah,Beras Premium,13260.0
30/08/2023,D.I Yogyakarta,Beras Premium,13120.0
30/08/2023,Jawa Timur,Beras Premium,13280.0
30/08/2023,Banten,Beras Premium,13200.0
31/08/2023,DKI Jakarta,Beras Premium,13050.0
31/08/2023,Jawa Barat,Beras Premium,12950.0
31/08/2023,Jawa Tengah,Beras Premium,13180.0
31/08/2023,D.I Yogyakarta,Beras Premium,13200.0
31/08/2023,Jawa Timur,Beras Premium,13360.0
31/08/2023,Banten,Beras Premium,13120.0
01/09/2023,DKI Jakarta,Beras Premium,13450.0
01/09/2023,Jawa Barat,Beras Premium,13120.0
01/09/2023,Jawa Tengah,Beras Premium,13290.0
01/09/2023,D.I Yogyakarta,Beras Premium,13260.0
01/09/2023,Jawa Timur,Beras Premium,13410.0
01/09/2023,Banten,Beras Premium,13000.0
02/09/2023,DKI Jakarta,Beras Premium,13530.0
02/09/2023,Jawa Barat,Beras Premium,13100.0
02/09/2023,Jawa Tengah,Beras Premium,13220.0
02/09/2023,D.I Yogyakarta,Beras Premium,13200.0
02/09/2023,Jawa Timur,Beras Premium,13470.0
02/09/2023,Banten,Beras Premium,13000.0
03/09/2023,DKI Jakarta,Beras Premium,13620.0
03/09/2023,Jawa Barat,Beras Premium,13210.0
03/09/2023,Jawa Tengah,Beras Premium,13260.0
03/09/2023,D.I Yogyakarta,Beras Premium,13290.0
03/09/2023,Jawa Timur,Beras Premium,13510.0
03/09/2023,Banten,Beras Premium,13000.0
04/09/2023,DKI Jakarta,Beras Premium,13620.0
04/09/2023,Jawa Barat,Beras Premium,13310.0
04/09/2023,Jawa Tengah,Beras Premium,13430.0
04/09/2023,D.I Yogyakarta,Beras Premium,13330.0
04/09/2023,Jawa Timur,Beras Premium,13540.0
04/09/2023,Banten,Beras Premium,13330.0
05/09/2023,DKI Jakarta,Beras Premium,13700.0
05/09/2023,Jawa Barat,Beras Premium,13420.0
05/09/2023,Jawa Tengah,Beras Premium,13480.0
05/09/2023,D.I Yogyakarta,Beras Premium,13310.0
05/09/2023,Jawa Timur,Beras Premium,13590.0
05/09/2023,Banten,Beras Premium,13390.0
06/09/2023,DKI Jakarta,Beras Premium,13700.0
06/09/2023,Jawa Barat,Beras Premium,13420.0
06/09/2023,Jawa Tengah,Beras Premium,13540.0
06/09/2023,D.I Yogyakarta,Beras Premium,13390.0
06/09/2023,Jawa Timur,Beras Premium,13680.0
06/09/2023,Banten,Beras Premium,13450.0
07/09/2023,DKI Jakarta,Beras Premium,13700.0
07/09/2023,Jawa Barat,Beras Premium,13630.0
07/09/2023,Jawa Tengah,Beras Premium,13750.0
07/09/2023,D.I Yogyakarta,Beras Premium,13390.0
07/09/2023,Jawa Timur,Beras Premium,13600.0
07/09/2023,Banten,Beras Premium,13450.0
08/09/2023,DKI Jakarta,Beras Premium,13880.0
08/09/2023,Jawa Barat,Beras Premium,13800.0
08/09/2023,Jawa Tengah,Beras Premium,13710.0
08/09/2023,D.I Yogyakarta,Beras Premium,13390.0
08/09/2023,Jawa Timur,Beras Premium,13690.0
08/09/2023,Banten,Beras Premium,13330.0
09/09/2023,DKI Jakarta,Beras Premium,13880.0
09/09/2023,Jawa Barat,Beras Premium,13810.0
09/09/2023,Jawa Tengah,Beras Premium,13720.0
09/09/2023,D.I Yogyakarta,Beras Premium,13390.0
09/09/2023,Jawa Timur,Beras Premium,13690.0
09/09/2023,Banten,Beras Premium,13390.0
10/09/2023,DKI Jakarta,Beras Premium,13880.0
10/09/2023,Jawa Barat,Beras Premium,13870.0
10/09/2023,Jawa Tengah,Beras Premium,13680.0
10/09/2023,D.I Yogyakarta,Beras Premium,13530.0
10/09/2023,Jawa Timur,Beras Premium,13690.0
10/09/2023,Banten,Beras Premium,13390.0
11/09/2023,DKI Jakarta,Beras Premium,13700.0
11/09/2023,Jawa Barat,Beras Premium,13890.0
11/09/2023,Jawa Tengah,Beras Premium,13780.0
11/09/2023,D.I Yogyakarta,Beras Premium,13530.0
11/09/2023,Jawa Timur,Beras Premium,13710.0
11/09/2023,Banten,Beras Premium,13460.0
12/09/2023,DKI Jakarta,Beras Premium,13880.0
12/09/2023,Jawa Barat,Beras Premium,13910.0
12/09/2023,Jawa Tengah,Beras Premium,13730.0
12/09/2023,D.I Yogyakarta,Beras Premium,13650.0
12/09/2023,Jawa Timur,Beras Premium,13710.0
12/09/2023,Banten,Beras Premium,13520.0
13/09/2023,DKI Jakarta,Beras Premium,13880.0
13/09/2023,Jawa Barat,Beras Premium,13940.0
13/09/2023,Jawa Tengah,Beras Premium,13780.0
13/09/2023,D.I Yogyakarta,Beras Premium,13590.0
13/09/2023,Jawa Timur,Beras Premium,13740.0
13/09/2023,Banten,Beras Premium,13650.0
14/09/2023,DKI Jakarta,Beras Premium,13880.0
14/09/2023,Jawa Barat,Beras Premium,13940.0
14/09/2023,Jawa Tengah,Beras Premium,13860.0
14/09/2023,D.I Yogyakarta,Beras Premium,13590.0
14/09/2023,Jawa Timur,Beras Premium,13740.0
14/09/2023,Banten,Beras Premium,13650.0
