Tanggal,Provinsi,Komoditas (Rp),Harga
16/06/2023,Papua Tengah,Bawang Merah,
16/06/2023,Papua Tengah,Bawang Putih Bonggol,
16/06/2023,Papua Tengah,Cabai Rawit Merah,
16/06/2023,Papua Selatan,Beras Premium,
16/06/2023,Papua Selatan,Beras Medium,
16/06/2023,Papua Selatan,Bawang Merah,
16/06/2023,Papua Selatan,Bawang Putih Bonggol,
16/06/2023,Papua Selatan,Cabai Rawit Merah,
17/06/2023,Aceh,Beras Premium,12600.0
17/06/2023,Aceh,Beras Medium,11490.0
17/06/2023,Aceh,Bawang Merah,34750.0
17/06/2023,Aceh,Bawang Putih Bonggol,37210.0
17/06/2023,Aceh,Cabai Rawit Merah,
17/06/2023,Sumatera Utara,Beras Premium,13550.0
17/06/2023,Sumatera Utara,Beras Medium,12240.0
17/06/2023,Sumatera Utara,Bawang Merah,33160.0
17/06/2023,Sumatera Utara,Bawang Putih Bonggol,36920.0
17/06/2023,Sumatera Utara,Cabai Rawit Merah,30130.0
17/06/2023,Sumatera Barat,Beras Premium,15750.0
17/06/2023,Sumatera Barat,Beras Medium,13290.0
17/06/2023,Sumatera Barat,Bawang Merah,30510.0
17/06/2023,Sumatera Barat,Bawang Putih Bonggol,36320.0
17/06/2023,Sumatera Barat,Cabai Rawit Merah,34760.0
17/06/2023,Riau,Beras Premium,13810.0
17/06/2023,Riau,Beras Medium,12110.0
17/06/2023,Riau,Bawang Merah,33760.0
17/06/2023,Riau,Bawang Putih Bonggol,36460.0
17/06/2023,Riau,Cabai Rawit Merah,47430.0
17/06/2023,Jambi,Beras Premium,13220.0
17/06/2023,Jambi,Beras Medium,10740.0
17/06/2023,Jambi,Bawang Merah,29800.0
17/06/2023,Jambi,Bawang Putih Bonggol,35860.0
17/06/2023,Jambi,Cabai Rawit Merah,37220.0
17/06/2023,Sumatera Selatan,Beras Premium,12680.0
17/06/2023,Sumatera Selatan,Beras Medium,11300.0
17/06/2023,Sumatera Selatan,Bawang Merah,37080.0
17/06/2023,Sumatera Selatan,Bawang Putih Bonggol,36040.0
17/06/2023,Sumatera Selatan,Cabai Rawit Merah,35600.0
17/06/2023,Bengkulu,Beras Premium,12770.0
17/06/2023,Bengkulu,Beras Medium,11330.0
17/06/2023,Bengkulu,Bawang Merah,36710.0
17/06/2023,Bengkulu,Bawang Putih Bonggol,36860.0
17/06/2023,Bengkulu,Cabai Rawit Merah,32850.0
17/06/2023,Lampung,Beras Premium,12430.0
17/06/2023,Lampung,Beras Medium,11070.0
17/06/2023,Lampung,Bawang Merah,37900.0
17/06/2023,Lampung,Bawang Putih Bonggol,35440.0
17/06/2023,Lampung,Cabai Rawit Merah,37290.0
17/06/2023,Kepulauan Bangka Belitung,Beras Premium,14060.0
17/06/2023,Kepulauan Bangka Belitung,Beras Medium,11910.0
17/06/2023,Kepulauan Bangka Belitung,Bawang Merah,45940.0
17/06/2023,Kepulauan Bangka Belitung,Bawang Putih Bonggol,35960.0
17/06/2023,Kepulauan Bangka Belitung,Cabai Rawit Merah,58660.0
17/06/2023,Kepulauan Riau,Beras Premium,14230.0
17/06/2023,Kepulauan Riau,Beras Medium,12980.0
17/06/2023,Kepulauan Riau,Bawang Merah,36310.0
17/06/2023,Kepulauan Riau,Bawang Putih Bonggol,32760.0
17/06/2023,Kepulauan Riau,Cabai Rawit Merah,65180.0
17/06/2023,DKI Jakarta,Beras Premium,12650.0
17/06/2023,DKI Jakarta,Beras Medium,10730.0
17/06/2023,DKI Jakarta,Bawang Merah,44910.0
17/06/2023,DKI Jakarta,Bawang Putih Bonggol,39320.0
17/06/2023,DKI Jakarta,Cabai Rawit Merah,46200.0
17/06/2023,Jawa Barat,Beras Premium,12520.0
17/06/2023,Jawa Barat,Beras Medium,11100.0
17/06/2023,Jawa Barat,Bawang Merah,38970.0
17/06/2023,Jawa Barat,Bawang Putih Bonggol,35760.0
17/06/2023,Jawa Barat,Cabai Rawit Merah,42220.0
17/06/2023,Jawa Tengah,Beras Premium,12830.0
17/06/2023,Jawa Tengah,Beras Medium,11350.0
17/06/2023,Jawa Tengah,Bawang Merah,37960.0
17/06/2023,Jawa Tengah,Bawang Putih Bonggol,32840.0
17/06/2023,Jawa Tengah,Cabai Rawit Merah,34420.0
17/06/2023,D.I Yogyakarta,Beras Premium,12540.0
17/06/2023,D.I Yogyakarta,Beras Medium,11550.0
17/06/2023,D.I Yogyakarta,Bawang Merah,37250.0
17/06/2023,D.I Yogyakarta,Bawang Putih Bonggol,30470.0
17/06/2023,D.I Yogyakarta,Cabai Rawit Merah,31240.0
17/06/2023,Jawa Timur,Beras Premium,12680.0
17/06/2023,Jawa Timur,Beras Medium,10950.0
17/06/2023,Jawa Timur,Bawang Merah,35940.0
17/06/2023,Jawa Timur,Bawang Putih Bonggol,33260.0
17/06/2023,Jawa Timur,Cabai Rawit Merah,33920.0
17/06/2023,Banten,Beras Premium,12770.0
17/06/2023,Banten,Beras Medium,11070.0
17/06/2023,Banten,Bawang Merah,39730.0
17/06/2023,Banten,Bawang Putih Bonggol,33520.0
17/06/2023,Banten,Cabai Rawit Merah,39660.0
17/06/2023,Bali,Beras Premium,13220.0
17/06/2023,Bali,Beras Medium,12050.0
17/06/2023,Bali,Bawang Merah,27000.0
17/06/2023,Bali,Bawang Putih Bonggol,33860.0
17/06/2023,Bali,Cabai Rawit Merah,33190.0
17/06/2023,Nusa Tenggara Barat,Beras Premium,12230.0
17/06/2023,Nusa Tenggara Barat,Beras Medium,10530.0
17/06/2023,Nusa Tenggara Barat,Bawang Merah,33730.0
17/06/2023,Nusa Tenggara Barat,Bawang Putih Bonggol,37810.0
17/06/2023,Nusa Tenggara Barat,Cabai Rawit Merah,40420.0
17/06/2023,Nusa Tenggara Timur,Beras Premium,13980.0
17/06/2023,Nusa Tenggara Timur,Beras Medium,11880.0
17/06/2023,Nusa Tenggara Timur,Bawang Merah,35190.0
17/06/2023,Nusa Tenggara Timur,Bawang Putih Bonggol,40480.0
17/06/2023,Nusa Tenggara Timur,Cabai Rawit Merah,52300.0
17/06/2023,Kalimantan Barat,Beras Premium,15140.0
17/06/2023,Kalimantan Barat,Beras Medium,12920.0
17/06/2023,Kalimantan Barat,Bawang Merah,40670.0
17/06/2023,Kalimantan Barat,Bawang Putih Bonggol,38800.0
17/06/2023,Kalimantan Barat,Cabai Rawit Merah,79430.0
17/06/2023,Kalimantan Tengah,Beras Premium,15680.0
17/06/2023,Kalimantan Tengah,Beras Medium,13020.0
17/06/2023,Kalimantan Tengah,Bawang Merah,40630.0
17/06/2023,Kalimantan Tengah,Bawang Putih Bonggol,37940.0
17/06/2023,Kalimantan Tengah,Cabai Rawit Merah,63580.0
17/06/2023,Kalimantan Selatan,Beras Premium,17700.0
17/06/2023,Kalimantan Selatan,Beras Medium,12640.0
17/06/2023,Kalimantan Selatan,Bawang Merah,37270.0
17/06/2023,Kalimantan Selatan,Bawang Putih Bonggol,36100.0
17/06/2023,Kalimantan Selatan,Cabai Rawit Merah,53900.0
17/06/2023,Kalimantan Timur,Beras Premium,14900.0
17/06/2023,Kalimantan Timur,Beras Medium,13310.0
17/06/2023,Kalimantan Timur,Bawang Merah,39820.0
17/06/2023,Kalimantan Timur,Bawang Putih Bonggol,38390.0
17/06/2023,Kalimantan Timur,Cabai Rawit Merah,52350.0
17/06/2023,Kalimantan Utara,Beras Premium,15440.0
17/06/2023,Kalimantan Utara,Beras Medium,13660.0
17/06/2023,Kalimantan Utara,Bawang Merah,43050.0
17/06/2023,Kalimantan Utara,Bawang Putih Bonggol,36580.0
17/06/2023,Kalimantan Utara,Cabai Rawit Merah,70390.0
17/06/2023,Sulawesi Utara,Beras Premium,13310.0
17/06/2023,Sulawesi Utara,Beras Medium,12490.0
17/06/2023,Sulawesi Utara,Bawang Merah,42090.0
17/06/2023,Sulawesi Utara,Bawang Putih Bonggol,42530.0
17/06/2023,Sulawesi Utara,Cabai Rawit Merah,34150.0
17/06/2023,Sulawesi Tengah,Beras Premium,13330.0
17/06/2023,Sulawesi Tengah,Beras Medium,12200.0
17/06/2023,Sulawesi Tengah,Bawang Merah,39670.0
17/06/2023,Sulawesi Tengah,Bawang Putih Bonggol,40830.0
17/06/2023,Sulawesi Tengah,Cabai Rawit Merah,30780.0
17/06/2023,Sulawesi Selatan,Beras Premium,12520.0
17/06/2023,Sulawesi Selatan,Beras Medium,11110.0
17/06/2023,Sulawesi Selatan,Bawang Merah,33280.0
17/06/2023,Sulawesi Selatan,Bawang Putih Bonggol,36230.0
17/06/2023,Sulawesi Selatan,Cabai Rawit Merah,26130.0
17/06/2023,Sulawesi Tenggara,Beras Premium,13370.0
17/06/2023,Sulawesi Tenggara,Beras Medium,11770.0
17/06/2023,Sulawesi Tenggara,Bawang Merah,38700.0
17/06/2023,Sulawesi Tenggara,Bawang Putih Bonggol,40220.0
17/06/2023,Sulawesi Tenggara,Cabai Rawit Merah,30690.0
17/06/2023,Gorontalo,Beras Premium,13420.0
17/06/2023,Gorontalo,Beras Medium,12400.0
17/06/2023,Gorontalo,Bawang Merah,43640.0
17/06/2023,Gorontalo,Bawang Putih Bonggol,41890.0
17/06/2023,Gorontalo,Cabai Rawit Merah,28780.0
17/06/2023,Sulawesi Barat,Beras Premium,12560.0
17/06/2023,Sulawesi Barat,Beras Medium,11480.0
17/06/2023,Sulawesi Barat,Bawang Merah,35540.0
17/06/2023,Sulawesi Barat,Bawang Putih Bonggol,38450.0
17/06/2023,Sulawesi Barat,Cabai Rawit Merah,26800.0
17/06/2023,Maluku,Beras Premium,15890.0
17/06/2023,Maluku,Beras Medium,13590.0
17/06/2023,Maluku,Bawang Merah,47550.0
17/06/2023,Maluku,Bawang Putih Bonggol,45850.0
17/06/2023,Maluku,Cabai Rawit Merah,62870.0
17/06/2023,Maluku Utara,Beras Premium,15810.0
17/06/2023,Maluku Utara,Beras Medium,13830.0
17/06/2023,Maluku Utara,Bawang Merah,52270.0
17/06/2023,Maluku Utara,Bawang Putih Bonggol,51360.0
17/06/2023,Maluku Utara,Cabai Rawit Merah,48430.0
17/06/2023,Papua Barat,Beras Premium,16830.0
17/06/2023,Papua Barat,Beras Medium,14000.0
17/06/2023,Papua Barat,Bawang Merah,57230.0
17/06/2023,Papua Barat,Bawang Putih Bonggol,52170.0
17/06/2023,Papua Barat,Cabai Rawit Merah,69550.0
17/06/2023,Papua,Beras Premium,16500.0
17/06/2023,Papua,Beras Medium,13730.0
17/06/2023,Papua,Bawang Merah,63520.0
17/06/2023,Papua,Bawang Putih Bonggol,50830.0
17/06/2023,Papua,Cabai Rawit Merah,82920.0
17/06/2023,Papua Barat Daya,Beras Premium,
17/06/2023,Papua Barat Daya,Beras Medium,
17/06/2023,Papua Barat Daya,Bawang Merah,
17/06/2023,Papua Barat Daya,Bawang Putih Bonggol,
17/06/2023,Papua Barat Daya,Cabai Rawit Merah,
17/06/2023,Papua Pegunungan,Beras Premium,
17/06/2023,Papua Pegunungan,Beras Medium,
17/06/2023,Papua Pegunungan,Bawang Merah,
17/06/2023,Papua Pegunungan,Bawang Putih Bonggol,
17/06/2023,Papua Pegunungan,Cabai Rawit Merah,
17/06/2023,Papua Tengah,Beras Premium,
17/06/2023,Papua Tengah,Beras Medium,
17/06/2023,Papua Tengah,Bawang Merah,
17/06/2023,Papua Tengah,Bawang Putih Bonggol,
17/06/2023,Papua Tengah,Cabai Rawit Merah,
17/06/2023,Papua Selatan,Beras Premium,
17/06/2023,Papua Selatan,Beras Medium,
17/06/2023,Papua Selatan,Bawang Merah,
17/06/2023,Papua Selatan,Bawang Putih Bonggol,
17/06/2023,Papua Selatan,Cabai Rawit Merah,
18/06/2023,Aceh,Beras Premium,12590.0
18/06/2023,Aceh,Beras Medium,11470.0
18/06/2023,Aceh,Bawang Merah,34580.0
18/06/2023,Aceh,Bawang Putih Bonggol,37310.0
18/06/2023,Aceh,Cabai Rawit Merah,
18/06/2023,Sumatera Utara,Beras Premium,13500.0
18/06/2023,Sumatera Utara,Beras Medium,12240.0
18/06/2023,Sumatera Utara,Bawang Merah,33480.0
18/06/2023,Sumatera Utara,Bawang Putih Bonggol,36790.0
18/06/2023,Sumatera Utara,Cabai Rawit Merah,38990.0
18/06/2023,Sumatera Barat,Beras Premium,15510.0
18/06/2023,Sumatera Barat,Beras Medium,13170.0
18/06/2023,Sumatera Barat,Bawang Merah,29490.0
18/06/2023,Sumatera Barat,Bawang Putih Bonggol,36190.0
18/06/2023,Sumatera Barat,Cabai Rawit Merah,45830.0
18/06/2023,Riau,Beras Premium,13780.0
18/06/2023,Riau,Beras Medium,11660.0
18/06/2023,Riau,Bawang Merah,35470.0
18/06/2023,Riau,Bawang Putih Bonggol,36800.0
18/06/2023,Riau,Cabai Rawit Merah,47380.0
18/06/2023,Jambi,Beras Premium,13220.0
18/06/2023,Jambi,Beras Medium,10740.0
18/06/2023,Jambi,Bawang Merah,29720.0
18/06/2023,Jambi,Bawang Putih Bonggol,35770.0
18/06/2023,Jambi,Cabai Rawit Merah,37220.0
18/06/2023,Sumatera Selatan,Beras Premium,12710.0
18/06/2023,Sumatera Selatan,Beras Medium,11370.0
18/06/2023,Sumatera Selatan,Bawang Merah,37200.0
18/06/2023,Sumatera Selatan,Bawang Putih Bonggol,36040.0
18/06/2023,Sumatera Selatan,Cabai Rawit Merah,34920.0
18/06/2023,Bengkulu,Beras Premium,12770.0
18/06/2023,Bengkulu,Beras Medium,11330.0
18/06/2023,Bengkulu,Bawang Merah,37000.0
18/06/2023,Bengkulu,Bawang Putih Bonggol,36760.0
18/06/2023,Bengkulu,Cabai Rawit Merah,33070.0
18/06/2023,Lampung,Beras Premium,12460.0
18/06/2023,Lampung,Beras Medium,11110.0
18/06/2023,Lampung,Bawang Merah,37480.0
18/06/2023,Lampung,Bawang Putih Bonggol,34860.0
18/06/2023,Lampung,Cabai Rawit Merah,37390.0
18/06/2023,Kepulauan Bangka Belitung,Beras Premium,13750.0
18/06/2023,Kepulauan Bangka Belitung,Beras Medium,11910.0
18/06/2023,Kepulauan Bangka Belitung,Bawang Merah,45600.0
18/06/2023,Kepulauan Bangka Belitung,Bawang Putih Bonggol,35680.0
18/06/2023,Kepulauan Bangka Belitung,Cabai Rawit Merah,59900.0
18/06/2023,Kepulauan Riau,Beras Premium,14030.0
18/06/2023,Kepulauan Riau,Beras Medium,12530.0
18/06/2023,Kepulauan Riau,Bawang Merah,34720.0
18/06/2023,Kepulauan Riau,Bawang Putih Bonggol,32170.0
18/06/2023,Kepulauan Riau,Cabai Rawit Merah,63070.0
18/06/2023,DKI Jakarta,Beras Premium,12780.0
18/06/2023,DKI Jakarta,Beras Medium,10880.0
18/06/2023,DKI Jakarta,Bawang Merah,44430.0
18/06/2023,DKI Jakarta,Bawang Putih Bonggol,39590.0
18/06/2023,DKI Jakarta,Cabai Rawit Merah,47430.0
18/06/2023,Jawa Barat,Beras Premium,12540.0
18/06/2023,Jawa Barat,Beras Medium,11110.0
18/06/2023,Jawa Barat,Bawang Merah,39420.0
18/06/2023,Jawa Barat,Bawang Putih Bonggol,35980.0
18/06/2023,Jawa Barat,Cabai Rawit Merah,42700.0
18/06/2023,Jawa Tengah,Beras Premium,12830.0
18/06/2023,Jawa Tengah,Beras Medium,11380.0
18/06/2023,Jawa Tengah,Bawang Merah,38040.0
18/06/2023,Jawa Tengah,Bawang Putih Bonggol,32730.0
18/06/2023,Jawa Tengah,Cabai Rawit Merah,33360.0
18/06/2023,D.I Yogyakarta,Beras Premium,12540.0
18/06/2023,D.I Yogyakarta,Beras Medium,11550.0
18/06/2023,D.I Yogyakarta,Bawang Merah,37020.0
18/06/2023,D.I Yogyakarta,Bawang Putih Bonggol,31100.0
18/06/2023,D.I Yogyakarta,Cabai Rawit Merah,28890.0
18/06/2023,Jawa Timur,Beras Premium,12720.0
18/06/2023,Jawa Timur,Beras Medium,11000.0
18/06/2023,Jawa Timur,Bawang Merah,36170.0
18/06/2023,Jawa Timur,Bawang Putih Bonggol,33300.0
18/06/2023,Jawa Timur,Cabai Rawit Merah,33670.0
18/06/2023,Banten,Beras Premium,12770.0
18/06/2023,Banten,Beras Medium,11190.0
18/06/2023,Banten,Bawang Merah,39730.0
18/06/2023,Banten,Bawang Putih Bonggol,34300.0
18/06/2023,Banten,Cabai Rawit Merah,39760.0
18/06/2023,Bali,Beras Premium,13220.0
18/06/2023,Bali,Beras Medium,12050.0
18/06/2023,Bali,Bawang Merah,27100.0
18/06/2023,Bali,Bawang Putih Bonggol,33980.0
18/06/2023,Bali,Cabai Rawit Merah,33560.0
18/06/2023,Nusa Tenggara Barat,Beras Premium,12230.0
18/06/2023,Nusa Tenggara Barat,Beras Medium,10530.0
18/06/2023,Nusa Tenggara Barat,Bawang Merah,33280.0
18/06/2023,Nusa Tenggara Barat,Bawang Putih Bonggol,37810.0
18/06/2023,Nusa Tenggara Barat,Cabai Rawit Merah,39800.0
18/06/2023,Nusa Tenggara Timur,Beras Premium,13890.0
18/06/2023,Nusa Tenggara Timur,Beras Medium,11870.0
18/06/2023,Nusa Tenggara Timur,Bawang Merah,34960.0
18/06/2023,Nusa Tenggara Timur,Bawang Putih Bonggol,40180.0
18/06/2023,Nusa Tenggara Timur,Cabai Rawit Merah,53070.0
18/06/2023,Kalimantan Barat,Beras Premium,15180.0
18/06/2023,Kalimantan Barat,Beras Medium,12920.0
18/06/2023,Kalimantan Barat,Bawang Merah,40040.0
18/06/2023,Kalimantan Barat,Bawang Putih Bonggol,38480.0
18/06/2023,Kalimantan Barat,Cabai Rawit Merah,78480.0
18/06/2023,Kalimantan Tengah,Beras Premium,15680.0
18/06/2023,Kalimantan Tengah,Beras Medium,13020.0
18/06/2023,Kalimantan Tengah,Bawang Merah,40710.0
18/06/2023,Kalimantan Tengah,Bawang Putih Bonggol,37940.0
18/06/2023,Kalimantan Tengah,Cabai Rawit Merah,63180.0
18/06/2023,Kalimantan Selatan,Beras Premium,17700.0
18/06/2023,Kalimantan Selatan,Beras Medium,12550.0
18/06/2023,Kalimantan Selatan,Bawang Merah,37350.0
18/06/2023,Kalimantan Selatan,Bawang Putih Bonggol,36330.0
18/06/2023,Kalimantan Selatan,Cabai Rawit Merah,52430.0
18/06/2023,Kalimantan Timur,Beras Premium,15010.0
18/06/2023,Kalimantan Timur,Beras Medium,13310.0
18/06/2023,Kalimantan Timur,Bawang Merah,39230.0
18/06/2023,Kalimantan Timur,Bawang Putih Bonggol,38500.0
18/06/2023,Kalimantan Timur,Cabai Rawit Merah,49360.0
18/06/2023,Kalimantan Utara,Beras Premium,15830.0
18/06/2023,Kalimantan Utara,Beras Medium,14000.0
18/06/2023,Kalimantan Utara,Bawang Merah,41950.0
18/06/2023,Kalimantan Utara,Bawang Putih Bonggol,39840.0
18/06/2023,Kalimantan Utara,Cabai Rawit Merah,72000.0
18/06/2023,Sulawesi Utara,Beras Premium,13310.0
18/06/2023,Sulawesi Utara,Beras Medium,12420.0
18/06/2023,Sulawesi Utara,Bawang Merah,42790.0
18/06/2023,Sulawesi Utara,Bawang Putih Bonggol,42000.0
18/06/2023,Sulawesi Utara,Cabai Rawit Merah,34800.0
18/06/2023,Sulawesi Tengah,Beras Premium,13360.0
18/06/2023,Sulawesi Tengah,Beras Medium,12150.0
18/06/2023,Sulawesi Tengah,Bawang Merah,38700.0
18/06/2023,Sulawesi Tengah,Bawang Putih Bonggol,40550.0
18/06/2023,Sulawesi Tengah,Cabai Rawit Merah,30510.0
18/06/2023,Sulawesi Selatan,Beras Premium,12520.0
18/06/2023,Sulawesi Selatan,Beras Medium,11110.0
18/06/2023,Sulawesi Selatan,Bawang Merah,33410.0
18/06/2023,Sulawesi Selatan,Bawang Putih Bonggol,36550.0
18/06/2023,Sulawesi Selatan,Cabai Rawit Merah,26290.0
18/06/2023,Sulawesi Tenggara,Beras Premium,13350.0
18/06/2023,Sulawesi Tenggara,Beras Medium,11780.0
18/06/2023,Sulawesi Tenggara,Bawang Merah,39500.0
18/06/2023,Sulawesi Tenggara,Bawang Putih Bonggol,40490.0
18/06/2023,Sulawesi Tenggara,Cabai Rawit Merah,31680.0
18/06/2023,Gorontalo,Beras Premium,13350.0
18/06/2023,Gorontalo,Beras Medium,12330.0
18/06/2023,Gorontalo,Bawang Merah,42970.0
18/06/2023,Gorontalo,Bawang Putih Bonggol,41830.0
18/06/2023,Gorontalo,Cabai Rawit Merah,31230.0
18/06/2023,Sulawesi Barat,Beras Premium,12560.0
18/06/2023,Sulawesi Barat,Beras Medium,11480.0
18/06/2023,Sulawesi Barat,Bawang Merah,35230.0
18/06/2023,Sulawesi Barat,Bawang Putih Bonggol,38780.0
18/06/2023,Sulawesi Barat,Cabai Rawit Merah,27110.0
18/06/2023,Maluku,Beras Premium,15710.0
18/06/2023,Maluku,Beras Medium,13630.0
18/06/2023,Maluku,Bawang Merah,46760.0
18/06/2023,Maluku,Bawang Putih Bonggol,45160.0
18/06/2023,Maluku,Cabai Rawit Merah,45780.0
18/06/2023,Maluku Utara,Beras Premium,15930.0
18/06/2023,Maluku Utara,Beras Medium,13830.0
18/06/2023,Maluku Utara,Bawang Merah,53470.0
18/06/2023,Maluku Utara,Bawang Putih Bonggol,51360.0
18/06/2023,Maluku Utara,Cabai Rawit Merah,50940.0
18/06/2023,Papua Barat,Beras Premium,16510.0
18/06/2023,Papua Barat,Beras Medium,13830.0
18/06/2023,Papua Barat,Bawang Merah,55960.0
18/06/2023,Papua Barat,Bawang Putih Bonggol,50900.0
18/06/2023,Papua Barat,Cabai Rawit Merah,67850.0
18/06/2023,Papua,Beras Premium,15910.0
18/06/2023,Papua,Beras Medium,12920.0
18/06/2023,Papua,Bawang Merah,61450.0
18/06/2023,Papua,Bawang Putih Bonggol,49110.0
18/06/2023,Papua,Cabai Rawit Merah,88140.0
18/06/2023,Papua Barat Daya,Beras Premium,
18/06/2023,Papua Barat Daya,Beras Medium,
18/06/2023,Papua Barat Daya,Bawang Merah,
18/06/2023,Papua Barat Daya,Bawang Putih Bonggol,
18/06/2023,Papua Barat Daya,Cabai Rawit Merah,
18/06/2023,Papua Pegunungan,Beras Premium,
18/06/2023,Papua Pegunungan,Beras Medium,
18/06/2023,Papua Pegunungan,Bawang Merah,
18/06/2023,Papua Pegunungan,Bawang Putih Bonggol,
18/06/2023,Papua Pegunungan,Cabai Rawit Merah,
18/06/2023,Papua Tengah,Beras Premium,
18/06/2023,Papua Tengah,Beras Medium,
18/06/2023,Papua Tengah,Bawang Merah,
18/06/2023,Papua Tengah,Bawang Putih Bonggol,
18/06/2023,Papua Tengah,Cabai Rawit Merah,
18/06/2023,Papua Selatan,Beras Premium,
18/06/2023,Papua Selatan,Beras Medium,
18/06/2023,Papua Selatan,Bawang Merah,
18/06/2023,Papua Selatan,Bawang Putih Bonggol,
18/06/2023,Papua Selatan,Cabai Rawit Merah,
19/06/2023,Aceh,Beras Premium,12590.0
19/06/2023,Aceh,Beras Medium,11460.0
19/06/2023,Aceh,Bawang Merah,34880.0
19/06/2023,Aceh,Bawang Putih Bonggol,37310.0
19/06/2023,Aceh,Cabai Rawit Merah,
19/06/2023,Sumatera Utara,Beras Premium,13560.0
19/06/2023,Sumatera Utara,Beras Medium,12300.0
19/06/2023,Sumatera Utara,Bawang Merah,34270.0
19/06/2023,Sumatera Utara,Bawang Putih Bonggol,36640.0
19/06/2023,Sumatera Utara,Cabai Rawit Merah,29590.0
19/06/2023,Sumatera Barat,Beras Premium,15710.0
19/06/2023,Sumatera Barat,Beras Medium,13300.0
19/06/2023,Sumatera Barat,Bawang Merah,30780.0
19/06/2023,Sumatera Barat,Bawang Putih Bonggol,36180.0
19/06/2023,Sumatera Barat,Cabai Rawit Merah,34760.0
19/06/2023,Riau,Beras Premium,13800.0
19/06/2023,Riau,Beras Medium,11770.0
19/06/2023,Riau,Bawang Merah,34810.0
19/06/2023,Riau,Bawang Putih Bonggol,36490.0
19/06/2023,Riau,Cabai Rawit Merah,44720.0
19/06/2023,Jambi,Beras Premium,13220.0
19/06/2023,Jambi,Beras Medium,10740.0
19/06/2023,Jambi,Bawang Merah,29720.0
19/06/2023,Jambi,Bawang Putih Bonggol,35880.0
19/06/2023,Jambi,Cabai Rawit Merah,37620.0
19/06/2023,Sumatera Selatan,Beras Premium,12700.0
19/06/2023,Sumatera Selatan,Beras Medium,11280.0
19/06/2023,Sumatera Selatan,Bawang Merah,37210.0
19/06/2023,Sumatera Selatan,Bawang Putih Bonggol,36320.0
19/06/2023,Sumatera Selatan,Cabai Rawit Merah,35050.0
19/06/2023,Bengkulu,Beras Premium,12770.0
19/06/2023,Bengkulu,Beras Medium,11360.0
19/06/2023,Bengkulu,Bawang Merah,37090.0
19/06/2023,Bengkulu,Bawang Putih Bonggol,37050.0
19/06/2023,Bengkulu,Cabai Rawit Merah,33560.0
19/06/2023,Lampung,Beras Premium,12390.0
19/06/2023,Lampung,Beras Medium,11090.0
19/06/2023,Lampung,Bawang Merah,37830.0
19/06/2023,Lampung,Bawang Putih Bonggol,35460.0
19/06/2023,Lampung,Cabai Rawit Merah,37100.0
19/06/2023,Kepulauan Bangka Belitung,Beras Premium,14060.0
19/06/2023,Kepulauan Bangka Belitung,Beras Medium,11770.0
19/06/2023,Kepulauan Bangka Belitung,Bawang Merah,44760.0
19/06/2023,Kepulauan Bangka Belitung,Bawang Putih Bonggol,35860.0
19/06/2023,Kepulauan Bangka Belitung,Cabai Rawit Merah,56830.0
19/06/2023,Kepulauan Riau,Beras Premium,14030.0
19/06/2023,Kepulauan Riau,Beras Medium,12530.0
19/06/2023,Kepulauan Riau,Bawang Merah,35640.0
19/06/2023,Kepulauan Riau,Bawang Putih Bonggol,34790.0
19/06/2023,Kepulauan Riau,Cabai Rawit Merah,64060.0
19/06/2023,DKI Jakarta,Beras Premium,12650.0
19/06/2023,DKI Jakarta,Beras Medium,10730.0
19/06/2023,DKI Jakarta,Bawang Merah,44520.0
19/06/2023,DKI Jakarta,Bawang Putih Bonggol,39320.0
19/06/2023,DKI Jakarta,Cabai Rawit Merah,43940.0
19/06/2023,Jawa Barat,Beras Premium,12520.0
19/06/2023,Jawa Barat,Beras Medium,11110.0
19/06/2023,Jawa Barat,Bawang Merah,38940.0
19/06/2023,Jawa Barat,Bawang Putih Bonggol,36060.0
19/06/2023,Jawa Barat,Cabai Rawit Merah,40800.0
19/06/2023,Jawa Tengah,Beras Premium,12860.0
19/06/2023,Jawa Tengah,Beras Medium,11340.0
19/06/2023,Jawa Tengah,Bawang Merah,37230.0
19/06/2023,Jawa Tengah,Bawang Putih Bonggol,32640.0
19/06/2023,Jawa Tengah,Cabai Rawit Merah,31850.0
19/06/2023,D.I Yogyakarta,Beras Premium,12540.0
19/06/2023,D.I Yogyakarta,Beras Medium,11550.0
19/06/2023,D.I Yogyakarta,Bawang Merah,37190.0
19/06/2023,D.I Yogyakarta,Bawang Putih Bonggol,32170.0
19/06/2023,D.I Yogyakarta,Cabai Rawit Merah,28450.0
19/06/2023,Jawa Timur,Beras Premium,12650.0
19/06/2023,Jawa Timur,Beras Medium,10970.0
19/06/2023,Jawa Timur,Bawang Merah,35430.0
19/06/2023,Jawa Timur,Bawang Putih Bonggol,33330.0
19/06/2023,Jawa Timur,Cabai Rawit Merah,31440.0
19/06/2023,Banten,Beras Premium,12770.0
19/06/2023,Banten,Beras Medium,11130.0
19/06/2023,Banten,Bawang Merah,39260.0
19/06/2023,Banten,Bawang Putih Bonggol,35850.0
19/06/2023,Banten,Cabai Rawit Merah,37720.0
19/06/2023,Bali,Beras Premium,13220.0
19/06/2023,Bali,Beras Medium,12050.0
19/06/2023,Bali,Bawang Merah,28300.0
19/06/2023,Bali,Bawang Putih Bonggol,34100.0
19/06/2023,Bali,Cabai Rawit Merah,32340.0
